;;;;;;;;
;;;;;;;;
CX-A5100 оснащен 8 HDMI-входами и 2 выходами,, компонентными и композитными видео-входами/выходами,, цифровыми оптическим и коаксиальным входами,, несколькими наборами двухканальных аналоговых входов,, набором 5.1-канальных аналоговых входов,, 11.2-канальными выходами предусиления,, выделенным входом проигрывателя пластинок,, набором аналоговых двухканальных XLR-входов,, 11.2-канальными XLR-выходами предусиления,, USB-портом.
Yamaha CX-A5100 обеспечивает взаимодействие с сетью (DLNA) и сетевые потоковые функции (например,, интернет-радио) через Ethernet и Wifi. К последним относятся встроенные модули Apple Airplay и Bluetooth.
Настройка аудиосистемы
После подключения усилителя/лей и колонок,, для оптимизации процесса настройки может быть задействована фирменная система автоматической коррекции по помещению YPAO. Для смартфонов iOS и Android предлагается дополнительная инструкция AV Setup Guide,, раскрывающая альтернативные возможности системы.
MusicCast
Yamaha CX-A5100 включена новейшая версия многокомнатной беспроводной аудио системы MusicCast для обмена аудио-контентом между разнообразными компонентами: ресиверами,, стерео-ресиверами,, беспроводными колонками,, звуковыми панелями и т. д. В системе MusicCast CX-A5100 может выступать узловым центром.
Управление
Пользовательские возможности управления включают порт RS232,, сенсорный ИК вход/выход,, HDMI-CEC,, два 12-вольтовых триггера. Фнкуционал стандартного пульта ДУ дополнен приложением AV Controller App для совместимых девайсов iOS и Android.
,;3649;3649
AV-ресиверы;AV-ресивер Yamaha ARXV381;Yamaha;ARXV381;50;5.1-канальный AV-ресивер предлагает интерфейсы HDMI® с поддержкой разрешения 4K60p ;,5.1-канальный AV-ресивер предлагает интерфейсы HDMI® с поддержкой разрешения 4K60p (4:4:4),, HDCP2.2,, HDR и BT.2020 с Bluetooth® для беспроводной передачи аудиосигнала,, а также систему YPAO™,, порт USB на передней панели плюс режим ECO. Этот AV-ресивер обеспечивает полную поддержку новейших стандартов HDMI. благодаря воспроизведению видеосигнала 4K с частотой 60 кадров в секунду вы получаете изображение высокой четкости без ухудшения качества. При передаче видеосигнала 4K,, система следует стандарту HDCP2.2 по защите авторских прав. Реализована также поддержка формата HDR (High Dynamic Range) Video с улучшенным качеством изображения и повышением детализации в темных и светлых областях. Кроме того,, аппарат поддерживает более широкий цветовой охват формата BT.2020 Pass-Through.,;346;346
AV-ресиверы;AV-ресивер Yamaha ARXV481;Yamaha;ARXV481;50;;;;
AV-ресиверы;AV-ресивер Yamaha ARXV581;Yamaha;ARXV581;50;;;;
AV-ресиверы;AV-ресивер Yamaha RX-V679;Yamaha;RX-V679;50;;;;
AV-ресиверы;AV-ресивер Yamaha ARXV681;Yamaha;ARXV681;50;;;;
AV-ресиверы;AV-ресивер Yamaha ARXV781;Yamaha;ARXV781;50;;;;
AV-ресиверы;AV-ресивер Yamaha RX-S601D;Yamaha;RX-S601D;50;;;;
AV-ресиверы;AV-ресивер Marantz NR1506  ;Marantz;NR1506  ;50;;;;
AV-ресиверы;AV-ресивер Marantz  NR1606   ;Marantz;NR1606   ;50;;;;
AV-ресиверы;AV-ресивер Marantz NR1607   ;Marantz;NR1607   ;50;;;;
AV-ресиверы;AV-ресивер Marantz  SR5010   ;Marantz;SR5010   ;50;;;;
AV-ресиверы;AV-ресивер Marantz SR5011 ;Marantz;SR5011 ;50;;;;
AV-ресиверы;AV-ресивер Marantz SR6010   ;Marantz;SR6010   ;50;;;;
AV-ресиверы;AV-ресивер Marantz  SR6011 ;Marantz;SR6011 ;50;;;;
AV-ресиверы;AV-ресивер Marantz  SR7010  ;Marantz;SR7010  ;50;;;;
AV-ресиверы;AV-ресивер Marantz  SR7011  ;Marantz;SR7011  ;50;;;;
AV-ресиверы;AV-ресивер Denon AVR X2300 WBKE2 ;Denon;AVRX2300WBKE2 ;50;;;;
AV-ресиверы;AV-ресивер Denon AVR X3300 WBKE2 ;Denon;AVRX3300WBKE2 ;50;;;;
AV-ресиверы;AV-ресивер Denon AVR X4200 WBKE2 ;Denon;AVRX4200WBKE2 ;50;;;;
AV-ресиверы;AV-ресивер Denon AVR X4300 WBKE2 ;Denon;AVRX4300WBKE2 ;50;;;;
AV-ресиверы;AV-ресивер Denon AVR X6200 WBKE2 ;Denon;AVRX6200WBKE2 ;50;;;;
AV-ресиверы;AV-ресивер Denon AVR X7200 WABKE2 ;Denon;AVRX7200WABKE2 ;50;;;;
